id,action,purpose,why,contact,url,agency,labeler
142327bb345b,Contact agency,clarify,HPD needs more information on the MIH/affordable housing request to assist.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
1423c73703b6,Contact agency,discuss,DOT and OMB both say contact the Borough Commissioner's office to discuss this request.,Borough Commissioner's office,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
142b4232a6c6,Contact elected officials,funding,NYCHA works with elected officials on funding; OMB recommends elected officials.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
143c70fdb336,Contact agency,discuss,"This is a service-delivery/policy matter, not a budget item; contact DSNY to resolve.",,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
1440e0bbd582,No follow-up needed,none,SBS says the Coney Island BID was formed and became law; grants totaled $200K.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
1443398c9a39,Track with agency,status,EDC received $20M OMB approval to advance shore power at MCT.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
14479ad0ee9c,Contact agency,clarify,Parks doesn't understand the request; notes Red Hook Community Farms isn't Parks-funded.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
1459c1659dc7,Contact elected officials,funding,Parks lacks capital funding; advises the board to advocate to elected officials.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
1463bff7d231,Track with agency,status,Trees will be planted CB2-wide via Neighborhood Tree Planting; memorial trees via Tree Time.,,https://www.nycgovparks.org/trees/street-tree-planting,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
146859037bfe,Contact agency,study,OMB says further agency study is needed despite added case-management funds.,,,,"claude-sonnet, label_followup/rubric.md with the sharpened rules, 2026-09-25 (targeted relabel)"
1469ebf8c86c,Track with agency,status,Parks will plant trees citywide on a 9-year cycle via its Tree Planting Program.,,https://www.nycgovparks.org/trees/street-tree-planting,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
1475361b0eba,Track with agency,status,DSNY will continue enforcing Alternate Side Parking rules as funding allows.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
1478790c236e,Contact agency,discuss,BPL says partial funding exists; new funding needed for additional components.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
147ae5a0584d,Use 311 or another channel,channel,DOT says this isn't a budget request; enter specific locations via its website.,,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
147b3a09f78e,Contact agency,redirect,Agency says contact OMB's Community Board Unit; OMB confirms not a budget request.,OMB's Community Board Unit,,Office of Management & Budget,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
148330c934a7,Contact agency,clarify,"DCAS needs additional information, including the site address, to clarify.",,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
14a29f176cf8,Contact agency,reconsider,DSNY says schools already get high service; waste storage is the school's job.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
14a8816811d8,Contact agency,reconsider,Parks says it does not maintain this facility.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
14b397093a19,Contact agency,reconsider,The pilot program ended because the contractor couldn't complete contract terms.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
14b43e7e2755,Track with agency,status,DOB will continue using budgeted staff for inspections; will discuss needs with OMB.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
14b7709e6300,Contact agency,reconsider,NYPD says this isn't an efficient use of its resources.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
14cad2681376,Contact agency,clarify,H+H says the facility already has many amenities mentioned; needs more information on what's missing.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
14cc39246a26,Contact elected officials,funding,Litter baskets need elected-official/business sponsorship; Better Bins funded via Council.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
14ce517ad076,No follow-up needed,none,This project was completed or will be finished in FY2022.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
14d065a62cee,Track with agency,status,ADA renovation is in progress; capital funding will be in the Executive Budget.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
14d817646b65,Contact elected officials,funding,NYPL needs restored City funding for expense and capital costs.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
14d904c1b079,Track with agency,status,HPD funds senior housing construction from its pipeline; also offers SCRIE.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
14e0fa137579,Contact agency,discuss,DOT asks board to contact the Borough Commissioner's office to discuss this request.,Borough Commissioner's office,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
14e22db438d1,Contact agency,study,EDC is currently investigating the possibility of a project at this site.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
14e2c23e982c,Contact elected officials,funding,NYPD staffing depends on the budget process; FY21 excluded additional staffing funding.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
14f2d0ec1b63,Contact elected officials,funding,Parks says this requires funding; advocate with your elected officials.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
150cc0ca723b,Track with agency,status,DOHMH plans 2025 engagement/promotion opportunities for its Health Action Centers.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
1520dc29b941,Contact agency,clarify,"Project funded prior year, design contract let; OMB says supply more detail to QPL.",,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
1538150c716e,Contact agency,redirect,Agency says contact OMB's Community Board Unit for information on this request.,OMB's Community Board Unit,,Office of Management & Budget,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
15387237e44e,Contact agency,discuss,This request has multiple proposals; funding is recommended for part of it.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
1553ed518276,Track with agency,status,"Project is funded, underway, and a line item in the FY2025 Executive Budget.",,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
155654e051ab,Track with agency,status,DHS says it already performs this work; already funded.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
15591ecb9c3e,Contact agency,study,NYC Aging monitors meals served quarterly to determine if more resources are needed.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
158158449455,Track with agency,status,DOT supports the request and can accommodate it.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
15b18da6c969,Contact elected officials,funding,DSNY supports but funding is not available due to fiscal constraints.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
15c7ad9e20cc,Contact agency,redirect,Outside NYPD's jurisdiction; a state agency compensates crime victims for expenses.,,https://ovs.ny.gov/,NYS Office of Victim Services,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
15cd992f7098,Use 311 or another channel,channel,DHS says call 311 or use the app to dispatch street outreach teams to individuals.,,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
15d652771334,Contact agency,study,DOB says further study of this request is needed.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
15dd741f4572,Contact elected officials,funding,Parks supports ballfield reconstruction at Bensonhurst Park but lacks capital funding.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
15edd2c4e675,Use 311 or another channel,channel,Agency and OMB both say to use the agency's application/RFP procedure.,,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
15f42fd68cdb,Contact agency,study,HRA says further study is needed; contact DSS's Office of Intergovernmental Affairs.,DSS's Office of Intergovernmental and Legislative Affairs,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
15fff945f9c1,Contact agency,discuss,NYPD declines; contact the agency directly and promptly for more information.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
16042d78be47,Contact agency,discuss,EDC says this is completed; contact the agency directly and promptly for more info.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
16045a643abf,Contact agency,clarify,DOT needs more specific information from the board to address the request.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
1615a4cb1b1f,Track with agency,status,"SBS is funding BID formation, Public Realm, and revitalization grants in East Harlem.",,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
16282b705294,Track with agency,status,Trees will be planted throughout CB5 via the Neighborhood Tree Planting approach.,,https://www.nycgovparks.org/trees/street-tree-planting,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
16297b3fae23,Use 311 or another channel,channel,DOT says this isn't a budget request; enter the request via its webform.,,https://www.nyc.gov/html/dot/html/contact/contact-form.shtml,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
162c0684ff67,Contact agency,discuss,Parks declines but would support discussing the site's future with the board.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
162e7ec91289,Use 311 or another channel,channel,DYCD already funds programs for this population; additional ones go through RFP.,,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
163a81e47b1d,Contact agency,redirect,Rat mitigation of tree pits is a Parks Department responsibility; DOHMH directs board there.,,,Department of Parks & Recreation,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
163dffcf1a78,Contact agency,discuss,DCWP cites resource limits on enforcement; OMB says contact the agency.,,,,"claude-sonnet, label_followup/rubric.md with the sharpened rules, 2026-09-25 (targeted relabel)"
16441b7c7b72,Contact agency,redirect,"DOT says enforcement should be handled by NYPD, not DOT.",,,Police Department,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
1656c99c7e01,Contact agency,reconsider,Parks says this isn't capitally eligible and would be hard to maintain.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
165d5368a815,Contact agency,clarify,DHS needs more clarity from the board on this request.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
166c6a96cc3d,Contact agency,discuss,McKinley courts are funded (spring 2026); Leif Ericson/Shore Road courts are not.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
1672fe0b615d,Contact agency,study,BPL partially meets this request already; needs more details to fully study it.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
1673ce43a9d4,Track with agency,status,DOT works with EDC on waterfront resiliency; several projects upcoming in CB14.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
167bf487b423,Contact agency,clarify,Parks needs further information on the location to clarify the request.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
167f687117d4,Track with agency,status,Agency will accommodate this issue within existing resources.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
16877bf2e421,Contact agency,clarify,HPD doesn't understand the request; unclear if board thinks there's too much supportive housing.,,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
16920b36d3d4,Contact agency,discuss,Three Library for Performing Arts projects need capital funding; OMB funded part.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
169aeb000dba,Contact elected officials,funding,DOT says this project is on hold; funds availability is fiscally uncertain.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
169e1ffd0631,Contact agency,reconsider,Site inspection found this location doesn't warrant reconstruction; agency asks to withdraw.,,,,"claude-sonnet, label_followup/rubric.md with the redirect rule, 2026-09-25 (redirect relabel)"
16a6a40f1f71,Contact agency,clarify,DOT needs additional information from the board to clarify the request.,,,,"claude-sonnet, label_followup/rubric.md, 2026-09-25"
